2010-01-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-02-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-03-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-04-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-05-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-06-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-07-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-08-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-09-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-10-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-11-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2010-12-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
